2017-12-08 11:25PM,2017-12-09 7:38AM,426,67,21,493,79,259,88
2017-12-07 11:22PM,2017-12-08 7:47AM,442,63,37,505,58,325,59
2017-12-07 3:02PM,2017-12-07 4:47PM,94,11,0,105,N/A,N/A,N/A
2017-12-06 11:23PM,2017-12-07 7:59AM,441,75,31,516,45,323,73
2017-12-06 12:22PM,2017-12-06 1:45PM,73,10,1,83,N/A,N/A,N/A
2017-12-05 11:57PM,2017-12-06 7:15AM,376,62,33,438,36,283,57
2017-12-04 10:48PM,2017-12-05 7:38AM,475,55,29,530,46,355,74
2017-12-04 2:48PM,2017-12-04 5:12PM,138,6,0,144,N/A,N/A,N/A
2017-12-04 12:36AM,2017-12-04 7:32AM,361,55,22,416,45,239,77
2017-12-03 1:12AM,2017-12-03 9:30AM,455,43,3,498,N/A,N/A,N/A
2017-12-03 7:10PM,2017-12-03 8:02PM,47,0,1,52,N/A,N/A,N/A
2017-12-02 12:38AM,2017-12-02 8:20AM,379,83,23,462,30,285,64
2017-11-30 12:55AM,2017-11-30 12:20PM,583,102,30,685,120,402,61
2017-11-29 12:49AM,2017-11-29 7:54AM,389,36,24,425,64,263,62
2017-11-28 12:47AM,2017-11-28 7:42AM,366,49,22,415,20,290,56
2017-11-27 2:29AM,2017-11-27 8:22AM,297,56,13,353,67,187,43
2017-11-26 7:02PM,2017-11-26 8:23PM,71,9,1,80,N/A,N/A,N/A
2017-11-26 2:00AM,2017-11-26 11:35AM,504,71,36,575,57,354,93
2017-11-25 12:28AM,2017-11-25 9:27AM,465,73,34,538,20,357,88
2017-11-24 5:22PM,2017-11-24 6:10PM,40,7,0,48,N/A,N/A,N/A
2017-11-23 11:22PM,2017-11-24 9:49AM,595,32,2,627,N/A,N/A,N/A
2017-11-23 12:56AM,2017-11-23 9:54AM,476,62,19,538,46,366,64
2017-11-21 11:03PM,2017-11-22 7:20AM,438,58,26,496,48,341,49
2017-11-21 12:48AM,2017-11-21 7:26AM,346,51,13,397,62,224,60
2017-11-19 11:05PM,2017-11-20 7:43AM,449,69,26,518,65,325,59
2017-11-19 1:15AM,2017-11-19 10:31AM,528,28,3,556,N/A,N/A,N/A
2017-11-17 10:36PM,2017-11-18 10:30AM,619,95,42,714,75,479,65
2017-11-17 1:45AM,2017-11-17 7:30AM,291,54,26,345,5,235,51
2017-11-15 11:59PM,2017-11-16 7:32AM,403,50,23,453,66,257,80
2017-11-15 12:01AM,2017-11-15 7:31AM,409,41,30,450,34,283,92
2017-11-13 9:03PM,2017-11-14 6:53AM,536,54,41,590,83,375,78
2017-11-13 2:05AM,2017-11-13 7:01AM,250,46,14,296,27,192,31
2017-11-12 4:17PM,2017-11-12 5:24PM,61,6,1,67,N/A,N/A,N/A
2017-11-12 12:33AM,2017-11-12 10:10AM,499,78,31,577,66,349,84
2017-11-11 5:03AM,2017-11-11 10:13AM,242,68,11,310,6,203,33
2017-11-10 10:34PM,2017-11-11 4:01AM,275,52,15,327,22,195,58
2017-11-09 10:54PM,2017-11-10 6:56AM,423,58,25,481,58,279,86
2017-11-08 11:34PM,2017-11-09 6:49AM,377,58,17,435,66,265,46
2017-11-07 11:40PM,2017-11-08 8:26AM,464,62,29,526,52,365,47
2017-11-07 5:49PM,2017-11-07 7:12PM,77,6,1,83,N/A,N/A,N/A
2017-11-06 11:18PM,2017-11-07 7:02AM,412,51,37,463,39,302,71
2017-11-05 11:40PM,2017-11-06 6:48AM,369,59,31,428,37,281,51
2017-11-05 4:11PM,2017-11-05 5:32PM,75,5,1,81,N/A,N/A,N/A
2017-11-05 12:53AM,2017-11-05 9:17AM,419,85,33,504,55,273,91
2017-11-04 6:43PM,2017-11-04 8:00PM,73,4,2,77,N/A,N/A,N/A
2017-11-03 10:20PM,2017-11-04 10:52AM,681,70,44,751,63,482,136
2017-11-03 1:31AM,2017-11-03 7:00AM,290,39,15,329,33,195,62
2017-11-01 11:15PM,2017-11-02 6:55AM,420,40,27,460,67,302,51
2017-11-01 3:46PM,2017-11-01 5:07PM,73,8,0,81,N/A,N/A,N/A
2017-11-01 12:27AM,2017-11-01 7:00AM,345,48,22,393,23,251,71
2017-10-31 6:14PM,2017-10-31 7:47PM,89,4,1,93,N/A,N/A,N/A
2017-10-30 12:19AM,2017-10-30 5:31AM,249,63,17,312,29,163,57
2017-10-29 12:35AM,2017-10-29 11:22AM,572,75,48,647,34,441,97
2017-10-28 12:37AM,2017-10-28 10:11AM,506,68,38,574,69,334,103
2017-10-26 10:28PM,2017-10-27 6:50AM,450,52,36,502,66,312,72
2017-10-25 10:47PM,2017-10-26 6:50AM,428,55,29,483,57,313,58
2017-10-24 11:06PM,2017-10-25 6:56AM,416,53,25,469,36,324,56
2017-10-23 11:07PM,2017-10-24 6:48AM,409,52,26,461,59,260,90
2017-10-23 5:31PM,2017-10-23 7:10PM,95,3,0,98,N/A,N/A,N/A
2017-10-23 12:25AM,2017-10-23 6:38AM,316,57,20,373,11,237,68
2017-10-22 12:53AM,2017-10-22 8:45AM,439,33,2,472,N/A,N/A,N/A
2017-10-21 12:23AM,2017-10-21 10:09AM,523,63,42,586,112,328,83
2017-10-20 5:22PM,2017-10-20 6:44PM,79,3,0,82,N/A,N/A,N/A
2017-10-19 11:43PM,2017-10-20 6:58AM,388,47,29,435,17,312,59
2017-10-19 12:31AM,2017-10-19 9:35AM,479,65,39,544,28,340,111
2017-10-17 11:37PM,2017-10-18 8:02AM,436,69,29,505,59,318,59
2017-10-17 4:38PM,2017-10-17 6:16PM,88,9,0,98,N/A,N/A,N/A
2017-10-16 11:44PM,2017-10-17 7:33AM,374,95,20,469,27,292,55
2017-10-16 12:04AM,2017-10-16 10:13AM,518,91,37,609,51,349,118
2017-10-15 12:43AM,2017-10-15 10:49AM,506,100,32,606,105,356,45
2017-10-14 12:10AM,2017-10-14 11:34AM,642,36,2,684,N/A,N/A,N/A
2017-10-13 1:04PM,2017-10-13 2:25PM,74,7,0,81,N/A,N/A,N/A
2017-10-12 11:57PM,2017-10-13 6:48AM,355,56,19,411,39,248,68
2017-10-12 1:25AM,2017-10-12 10:20AM,484,51,29,535,61,324,99
2017-10-11 12:14AM,2017-10-11 10:12AM,498,100,33,598,38,380,80
2017-10-10 1:15AM,2017-10-10 9:59AM,469,55,31,524,62,359,48
2017-10-09 12:09PM,2017-10-09 2:06PM,109,8,2,117,N/A,N/A,N/A
2017-10-09 12:31AM,2017-10-09 7:24AM,368,45,28,413,32,287,49
2017-10-08 5:53PM,2017-10-08 7:26PM,84,3,2,92,N/A,N/A,N/A
2017-10-08 12:56AM,2017-10-08 11:13AM,549,68,39,617,32,415,102
2017-10-07 2:51AM,2017-10-07 10:44AM,421,52,27,473,48,313,60
2017-10-06 5:36PM,2017-10-06 7:02PM,81,5,0,86,N/A,N/A,N/A
2017-10-06 6:10AM,2017-10-06 9:23AM,159,34,15,193,27,132,0
2017-10-04 11:29PM,2017-10-05 10:05AM,580,56,36,636,59,430,91
2017-10-04 2:51PM,2017-10-04 5:11PM,124,16,1,140,N/A,N/A,N/A
2017-10-04 12:46AM,2017-10-04 7:11AM,328,56,20,384,37,230,61
2017-10-03 12:01AM,2017-10-03 10:09AM,557,50,46,607,86,390,81
2017-10-02 12:31AM,2017-10-02 10:29AM,493,105,40,598,97,333,63
2017-10-01 4:19PM,2017-10-01 7:29PM,162,27,9,189,5,134,23
2017-10-01 12:04AM,2017-10-01 9:48AM,513,71,31,584,105,330,78
2017-09-30 1:31AM,2017-09-30 9:30AM,422,57,31,479,23,314,85
2017-09-29 12:39AM,2017-09-29 11:01AM,546,76,40,622,68,403,75
2017-09-28 1:33AM,2017-09-28 9:48AM,453,36,4,495,N/A,N/A,N/A
2017-09-27 6:07AM,2017-09-27 11:31AM,264,60,20,324,15,219,30
2017-09-27 12:13AM,2017-09-27 4:54AM,242,39,16,281,23,183,36
2017-09-26 9:52AM,2017-09-26 11:35AM,96,7,1,103,N/A,N/A,N/A
2017-09-26 12:59AM,2017-09-26 8:09AM,357,73,29,430,27,239,91
2017-09-25 3:31AM,2017-09-25 11:05AM,390,63,21,453,147,186,57
2017-09-24 2:00AM,2017-09-24 11:02AM,463,79,30,542,74,315,74
2017-09-23 6:40PM,2017-09-23 8:13PM,89,4,0,93,N/A,N/A,N/A
2017-09-23 12:33AM,2017-09-23 9:30AM,447,89,24,536,89,272,86
2017-09-21 11:34PM,2017-09-22 9:30AM,505,91,32,596,62,329,114
2017-09-19 11:40PM,2017-09-20 10:10AM,560,70,42,630,39,452,69
2017-09-18 11:59PM,2017-09-19 7:35AM,391,65,34,456,16,342,33
2017-09-17 10:15PM,2017-09-18 6:38AM,472,31,1,503,N/A,N/A,N/A
2017-09-17 1:01PM,2017-09-17 3:34PM,149,4,0,153,N/A,N/A,N/A
2017-09-16 10:32PM,2017-09-17 6:17AM,391,74,23,465,18,343,30
2017-09-16 5:02AM,2017-09-16 12:02PM,402,18,2,420,N/A,N/A,N/A
2017-09-15 2:10AM,2017-09-15 9:05AM,367,48,20,415,60,241,66
2017-09-14 5:21PM,2017-09-14 6:44PM,73,10,1,83,N/A,N/A,N/A
2017-09-14 12:37AM,2017-09-14 7:53AM,395,40,26,435,5,300,90
2017-09-13 12:59AM,2017-09-13 8:24AM,380,65,21,445,0,287,93
2017-09-11 11:33PM,2017-09-12 3:53AM,221,39,12,260,32,165,24
2017-09-11 1:16AM,2017-09-11 8:51AM,427,28,2,455,N/A,N/A,N/A
2017-09-10 12:26AM,2017-09-10 9:13AM,464,63,32,527,43,336,85
2017-09-09 1:59PM,2017-09-09 4:32PM,129,24,2,153,N/A,N/A,N/A
2017-09-09 12:59AM,2017-09-09 5:24AM,243,22,10,265,51,143,49
2017-09-08 1:00AM,2017-09-08 6:58AM,321,37,10,358,41,207,73
2017-09-07 1:53AM,2017-09-07 10:25AM,445,67,23,512,83,253,109
2017-09-05 11:04PM,2017-09-06 5:06AM,329,33,2,362,N/A,N/A,N/A
2017-09-05 12:18AM,2017-09-05 8:50AM,441,71,26,512,60,285,96
2017-09-03 11:27PM,2017-09-04 12:53AM,82,3,0,85,N/A,N/A,N/A
2017-09-03 12:26AM,2017-09-03 8:06AM,404,56,30,460,31,303,70
2017-09-02 12:17AM,2017-09-02 11:25AM,610,58,3,668,N/A,N/A,N/A
2017-09-01 3:46AM,2017-09-01 10:51AM,379,46,21,425,64,228,87
2017-08-31 4:43AM,2017-08-31 1:16PM,427,86,26,513,51,282,94
2017-08-30 2:20AM,2017-08-30 10:21AM,425,56,32,481,26,329,70
2017-08-29 3:26PM,2017-08-29 4:48PM,73,9,1,82,N/A,N/A,N/A
2017-08-29 2:16AM,2017-08-29 7:29AM,273,40,2,313,N/A,N/A,N/A
2017-08-28 6:31PM,2017-08-28 7:36PM,60,5,1,65,N/A,N/A,N/A
2017-08-28 1:37AM,2017-08-28 8:00AM,345,38,24,383,71,196,78
2017-08-27 2:08AM,2017-08-27 11:38AM,474,96,36,570,61,315,98
2017-08-26 12:40AM,2017-08-26 11:34AM,593,61,44,654,127,365,101
2017-08-24 11:51PM,2017-08-25 12:07PM,622,114,45,736,98,451,73
2017-08-24 2:52AM,2017-08-24 11:10AM,417,81,29,498,63,294,60
2017-08-23 11:31PM,2017-08-24 1:09AM,88,10,1,98,N/A,N/A,N/A
2017-08-23 2:23AM,2017-08-23 9:47AM,400,43,28,443,33,318,49
2017-08-22 5:15PM,2017-08-22 7:30PM,126,8,0,135,N/A,N/A,N/A
2017-08-22 1:40AM,2017-08-22 8:13AM,335,58,23,393,35,259,41
2017-08-21 2:20AM,2017-08-21 10:26AM,435,51,33,486,45,318,72
2017-08-20 12:37AM,2017-08-20 4:09AM,203,9,1,212,N/A,N/A,N/A
2017-08-19 1:59AM,2017-08-19 9:15AM,385,51,24,436,60,242,83
2017-08-17 11:48PM,2017-08-18 10:19AM,554,77,40,631,62,394,98
2017-08-16 5:44PM,2017-08-16 7:18PM,84,8,1,94,N/A,N/A,N/A
2017-08-16 12:20AM,2017-08-16 10:25AM,540,65,46,605,79,392,69
2017-08-14 1:32AM,2017-08-14 8:43AM,403,28,3,431,N/A,N/A,N/A
2017-08-13 10:42AM,2017-08-13 1:05PM,126,17,1,143,N/A,N/A,N/A
2017-08-13 2:17AM,2017-08-13 9:34AM,373,64,22,437,8,286,79
2017-08-12 5:41PM,2017-08-12 8:11PM,136,14,1,150,N/A,N/A,N/A
2017-08-12 12:12AM,2017-08-12 8:05AM,401,72,23,473,52,269,80
2017-08-11 1:01AM,2017-08-11 11:30AM,536,93,33,629,77,357,102
